conference_name,event_type,attendence_type,start_date,end_date,address,sponsors,map,website
2024 IEEE 10th International Conference on Collaboration and Internet Computing (CIC),Technical Conference,In Person,28 October 2024,30 October 2024,"Washington, District of Columbia, USA",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.9071923%2C-77.0368707&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.sis.pitt.edu/lersais/conference/cic/2024/
"2024 IEEE 6th International Conference on Trust, Privacy and Security in Intelligent Systems, and Applications (TPS-ISA)",Technical Conference,In Person,28 October 2024,30 October 2024,"Washington, District of Columbia, USA",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.9071923%2C-77.0368707&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.sis.pitt.edu/lersais/conference/tps/2024/
2024 IEEE 6th International Conference on Cognitive Machine Intelligence (CogMI),Technical Conference,In Person,28 October 2024,31 October 2024,"Washington, District of Columbia, USA",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.9071923%2C-77.0368707&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.sis.pitt.edu/lersais/conference/cogmi/2024/
2024 IEEE 35th International Symposium on Software Reliability Engineering (ISSRE),Technical Conference,In Person,28 October 2024,31 October 2024,"Tsukuba, Japan","['IEEE Computer Society', 'IEEE Reliability Society']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=36.08348%2C140.07645&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://issre.github.io/2024/
2024 IEEE 36th International Conference on Tools with Artificial Intelligence (ICTAI),Technical Conference,In Person,28 October 2024,30 October 2024,"Herndon, Virginia, USA","['IEEE Computer Society', 'Biological & AI Foundation - BAIF']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.96973%2C-77.385&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),Technical Conference,In Person,28 October 2024,31 October 2024,"Tsukuba, Japan","['IEEE Computer Society', 'IEEE Reliability Society']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=36.08348%2C140.07645&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://issre.github.io/2024/index.html
2024 IEEE International Symposium on Parallel and Distributed Processing with Applications (ISPA),Technical Conference,In Person,30 October 2024,2 November 2024,"Kaifeng, China",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=39.90657%2C116.38765&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.ieee-ispa.org/2024/ispa/
2024 IEEE International Conference on Big Data and Cloud Computing (BDCloud),Technical Conference,In Person,30 October 2024,2 November 2024,"Kaifeng, China",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=39.90657%2C116.38765&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2024 IEEE International Conference on Sustainable Computing and Communications (SustainCom),Technical Conference,In Person,30 October 2024,2 November 2024,"Kaifeng, China",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=39.90657%2C116.38765&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
"2024 IEEE International Conference on Security, Privacy, Anonymity in Computation and Communication and Storage (SpaCCS)",Technical Conference,In Person,30 October 2024,2 November 2024,"Kaifeng, China",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=39.90657%2C116.38765&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.ieee-ispa.org/2024/spaccs/
2024 57th IEEE/ACM International Symposium on Microarchitecture (MICRO),Technical Conference,In Person,2 November 2024,6 November 2024,"Austin, Texas, USA","['IEEE Computer Society', 'Association for Computing Machinery Special Interest Group on Microarchitectural Research & Processing - ACM SIGMICRO']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=30.267153%2C-97.7430608&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://microarch.org/micro57
2024 IEEE 42nd IEEE International Conference on Computer Design (ICCD),Technical Conference,In Person,3 November 2024,6 November 2024,"Milan, Italy",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=45.46796%2C9.18178&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.iccd-conf.com/
2024 IEEE 29th Pacific Rim International Symposium on Dependable Computing (PRDC),Technical Conference,Hybrid,13 November 2024,15 November 2024,"Osaka, Japan (Hybrid)",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=34.6937249%2C135.5022535&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://prdc.dependability.org/PRDC2024/
2024 IEEE International Conference on Smart Internet of Things (SmartIoT),Technical Conference,In Person,14 November 2024,16 November 2024,"Shenzhen, China",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=22.5428599%2C114.05956&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.ieee-smartiot.org/
2024 IEEE International Conference on Medical Artificial Intelligence (MedAI),Technical Conference,Hybrid,15 November 2024,17 November 2024,"Chongqing, China (Hybrid)",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=29.5656843%2C106.5511838&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,http://www.bigdatacq.cn/2024MedAl.html
"SC24: International Conference for High Performance Computing, Networking, Storage and Analysis",Technical Conference,Hybrid,17 November 2024,22 November 2024,"Atlanta, Georgia, USA (Hybrid)","['IEEE Computer Society', 'Association for Computing Machinery - ACM']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=33.748752%2C-84.38768449999999&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://sc24.supercomputing.org/
"2024 IEEE International Performance, Computing, and Communications Conference (IPCCC)",Technical Conference,In Person,22 November 2024,24 November 2024,"Orlando, Florida, USA",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=28.5383832%2C-81.3789269&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.ipccc.org/
2024 IEEE 24th International Conference on Bioinformatics and Bioengineering (BIBE),Technical Conference,In Person,27 November 2024,29 November 2024,"Kragujevac, Serbia",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=44.0292%2C20.91721&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,http://www.bibe2024.kg.ac.rs/
2024 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),Technical Conference,In Person,3 December 2024,6 December 2024,"Lisbon, Portugal","['IEEE Computer Society', 'International Society of Big Data and Bioinformatics']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.7222524%2C-9.1393366&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://ieeebibm.org/BIBM2024/
2024 IEEE/ACM Symposium on Edge Computing (SEC),Technical Conference,In Person,4 December 2024,7 December 2024,"Rome, Italy","['IEEE Computer Society', 'Association for Computing Machinery Special Interest Group on Mobile - ACM SIG MOBILE']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=41.9027835%2C12.4963655&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://acm-ieee-sec.org/2024/
2024 IEEE International Conference on Data Mining (ICDM),Technical Conference,Hybrid,9 December 2024,12 December 2024,"Abu Dhabi, United Arab Emirates (Hybrid)",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=24.453884%2C54.3773438&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,http://icdm2024.josueonline.com/
2024 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),Technical Conference,In Person,9 December 2024,11 December 2024,"Abu Dhabi, United Arab Emirates","['IEEE Computer Society', 'Khalifa University']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=24.453884%2C54.3773438&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.cloudcom2024.org/
2024 IEEE Real-Time Systems Symposium (RTSS),Technical Conference,Hybrid,10 December 2024,13 December 2024,"York, United Kingdom (Hybrid)",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=53.95333%2C-1.08341&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://2024.rtss.org/
2024 IEEE International Conference on Big Data (BigData),Technical Conference,In Person,15 December 2024,18 December 2024,"Washington, District of Columbia, USA","['IEEE Computer Society', 'International Society of Big Data and Bioinformatics']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.9071923%2C-77.0368707&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://bigdataieee.org/BigData2024/index.html
"2024 IEEE/ACM International Conference on Big Data Computing, Applications and Technologies (BDCAT)",Technical Conference,In Person,16 December 2024,19 December 2024,"Sharjah, United Arab Emirates","['IEEE Computer Society', 'Association for Computing Machinery Special Interest Group on Computer Architecture - ACM SIGARCH']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=25.35287%2C55.39203&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://bdcat-conference.org/
2024 IEEE/ACM 17th International Conference on Utility and Cloud Computing (UCC),Technical Conference,In Person,16 December 2024,19 December 2024,"Sharjah, United Arab Emirates","['IEEE Computer Society', 'Association for Computing Machinery Special Interest Group on Computer Architecture - ACM SIGARCH']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=25.35287%2C55.39203&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://ucc-conference.org/
"2024 IEEE 31th International Conference on High Performance Computing, Data, and Analytics (HiPC)",Technical Conference,Hybrid,18 December 2024,21 December 2024,"Bangalore, India (Hybrid)","['IEEE Computer Society', 'HIPC Trust']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=12.9715987%2C77.5945627&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.hipc.org/
"2024 IEEE 31st International Conference on High Performance Computing, Data and Analytics Workshop (HiPCW)",Technical Conference,Hybrid,18 December 2024,21 December 2024,"Bangalore, India (Hybrid)","['IEEE Computer Society', 'HIPC Trust']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=12.9715987%2C77.5945627&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://hipc.org/
2024 3rd International Conference on Embedded Systems and Artificial Intelligence (ESAI),Technical Conference,Hybrid,19 December 2024,20 December 2024,"Fez, Morocco (Hybrid)","['IEEE Computer Society', ""Laboratoire d'Informatique""]",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=34.0181246%2C-5.0078451&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://esaiconference.org/
2025 IEEE International Conference on Artificial Intelligence and eXtended and Virtual Reality (AIxVR),Technical Conference,In Person,27 January 2025,29 January 2025,"Lisbon, Portugal",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.7222524%2C-9.1393366&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,http://aixvr.org/
2025 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV),Technical Conference,Hybrid,26 February 2025,6 March 2025,"Tucson, Arizona, USA (Hybrid)","['IEEE Computer Society', 'Computer Vision Foundation - CVF']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=32.2539787%2C-110.9741769&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE International Symposium on High Performance Computer Architecture (HPCA),Technical Conference,In Person,1 March 2025,5 March 2025,"Las Vegas, Nevada, USA",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=36.171563%2C-115.1391009&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://hpca-conf.org/
2025 IEEE Conference Virtual Reality and 3D User Interfaces (VR),Technical Conference,Hybrid,8 March 2025,12 March 2025,"Saint Malo, France (Hybrid)","['IEEE Computer Society', 'INRIA - Institut National de Recherche en Informatique et Automatique', 'France Section']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=48.65058%2C-2.02315&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
"2025 IEEE Conference on Software Testing, Verification and Validation (ICST)",Technical Conference,In Person,31 March 2025,4 April 2025,"Napoli, Italy",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=40.84014%2C14.25227&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://conf.researchr.org/home/icst-2025
2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),Technical Conference,In Person,26 April 2025,3 May 2025,"Ottawa, Ontario, Canada","['IEEE Computer Society', 'Association for Computing Machinery Special Interest Group on Software Engineering - ACM SIGSOFT']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=45.4215296%2C-75.69719309999999&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,http://www.icse-conferences.org/
2025 IEEE 33rd Annual International Symposium on Field-Programmable Custom Computing Machines (FCCM),Technical Conference,In Person,4 May 2025,8 May 2025,"Fayetteville, Arkansas, USA",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=35.05534%2C-78.87727&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://www.fccm.org/
2025 IEEE Symposium on Security and Privacy (SP),Technical Conference,In Person,12 May 2025,15 May 2025,"San Francisco, California, USA",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=37.7749295%2C-122.4194155&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE 19th International Conference on Automatic Face and Gesture Recognition (FG),Technical Conference,In Person,12 May 2025,16 May 2025,"Tampa/Clearwater, Florida, USA","['IEEE Biometrics Council', 'IEEE Computer Society']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=27.96562%2C-82.79552&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://fg2025.ieee-biometrics.org/
2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Technical Conference,In Person,10 June 2025,17 June 2025,"Nashville, Tennessee, USA","['IEEE Computer Society', 'Computer Vision Foundation - CVF']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=36.1626638%2C-86.7816016&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE International Conference on Multimedia and Expo (ICME),Technical Conference,In Person,30 June 2025,4 July 2025,"Nantes, France","['IEEE Computer Society', 'IEEE Circuits and Systems Society', 'IEEE Communications Society', 'IEEE Signal Processing Society']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=47.218371%2C-1.553621&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE 10th European Symposium on Security and Privacy (EuroS&P),Technical Conference,In Person,30 June 2025,4 July 2025,"Venice, Italy",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=45.4408474%2C12.3155151&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE 45th International Conference on Distributed Computing Systems (ICDCS),Technical Conference,In Person,21 July 2025,23 July 2025,"Glasgow, United Kingdom",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=55.85783%2C-4.24251&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE 45th International Conference on Distributed Computing Systems Workshops (ICDCSW),Technical Conference,In Person,21 July 2025,23 July 2025,"Glasgow, United Kingdom",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=55.85783%2C-4.24251&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE International Conference on Cluster Computing (CLUSTER),Technical Conference,In Person,2 September 2025,5 September 2025,United Kingdom,['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=55.378051%2C-3.435973&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE/CVF International Conference on Computer Vision (ICCV),Technical Conference,In Person,19 October 2025,25 October 2025,"Honolulu, Hawaii, USA","['IEEE Computer Society', 'Computer Vision Foundation - CVF']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=21.3098845%2C-157.8581401&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE Visualization and Visual Analytics (VIS),Technical Conference,Hybrid,1 November 2025,7 November 2025,"Vienna, Austria (Hybrid)","['IEEE Computer Society', 'Vienna University of Technology']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=48.2081743%2C16.3738189&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://ieeevis.org/
"SC25: International Conference for High Performance Computing, Networking, Storage and Analysis",Technical Conference,In Person,16 November 2025,21 November 2025,"St. Louis, Missouri, USA","['IEEE Computer Society', 'Association for Computing Machinery - ACM']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=38.6270025%2C-90.19940419999999&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2025 IEEE 66th Annual Symposium on Foundations of Computer Science (FOCS),Technical Conference,In Person,14 December 2025,17 December 2025,"Sydney, Australia",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=-33.8688197%2C151.2092955&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2026 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Technical Conference,In Person,6 June 2026,12 June 2026,"Denver, Colorado, USA","['IEEE Computer Society', 'Computer Vision Foundation - CVF']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=39.7392358%2C-104.990251&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
2026 IEEE Visualization and Visual Analytics (VIS),Technical Conference,Hybrid,8 November 2026,13 November 2026,"Boston, Massachusetts, USA (Hybrid)",['IEEE Computer Society'],https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=42.3600825%2C-71.0588801&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,https://ieeevis.org/
2027 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),Technical Conference,In Person,19 June 2027,26 June 2027,"Seattle, Washington, USA","['IEEE Computer Society', 'Computer Vision Foundation - CVF']",https://maps.googleapis.com/maps/api/staticmap?size=500x450&sensor=false&zoom=5&markers=47.6062095%2C-122.3320708&key=AIzaSyBeSTwjOtn9hQP2fBZOPEJcH8Q6D0rmU1U,
